연번,관광지명,주소,위도,경도,문화재구분,문화재번호,전화번호,관광테마,주차장 여부,주차 대수,기타_홈페이지 주소,상세내용
179,남해 무민사,경상남도 남해군 미조면 남해대로 14-11,34.7171628,128.0416303,군보호문화재,군보호문화재 제1호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,,"1595년 미조항 첨사 성윤문의 꿈에 한 노장이 나타나 장군의 진영(眞影)이 해안에 있으니 잘 모시라고 했다. 첨사는 잠을 깬 후 봉장군(수문장)을 보내 찾아보게 하였다. 봉장군은 나무궤를 발견하고 뜯어보니 최영 장군의 진영, 명패, 장도가 들어있었다. 첨사는 발견된 장소의 산 정상에 한 칸 초당으로 건립하고 최영 장군의 영정을 봉안했다. 그 후 어느 날 강풍으로 봉안소가 부서지고 영정이 지금의 자리에 날아와 이곳에 사당을 지어 장군당이라고 불렀다고 한다. 그 후 연대를 알 수 없는 화재로 인해 없어진 것을 재창건하기 위해 1954년 보존회를 결성하여 사우 중건을 결의했다. 1955년 음력 8월 22일 상량식을 하였고, 1960년 음력 9월 9일 무민공 최영 장군을 봉안하고, 첨사 성윤문을 배향한 후 무민사(武愍祠) 현판을 걸었다. 이홍주를 초대 회장으로 현충회를 창립하고 음력 3월 중정일을 제향일로 정했다. 1969년 병조참의 최헐을 배향했다. 2008년부터 제향일을 4월 13일로 변경했다. 사당은 팔작지붕 목조와가로 정면 3칸, 측면 2칸이며, 부속물로 내삼문, 외삼문, 관리사가 있으며 7기의 선정비가 있다."
180,남해 보리암 목조관음보살좌상 불감,경상남도 남해군 보리암로 665,34.7523634,127.9829942,유형문화재,유형문화재 제575호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,,"조선 전기적 특징을 계승한 17세기의 작품. 남해 보리암 목조관음보살좌상 불감은 독립적인 관음보살상과 선재동자 용왕이 협시한 불감 형식의 작품이다. 현재 불감의 윗부분은 없어졌고 남아 있는 형태도 완전하지는 않지만 이와 같은 형식은 서울 동국대학교 박물관 소장의 불감(1637-1644년)을 시작으로 17세기부터 19세기까지 유행하였다. 보리암 관음보살상은 통통한 뺨, 보발이 없는 점, 대칭적인 연판양측 면에 늘어진 옷자락 등에서 조선 전기적 특징을 계승한 조선 후기 17세기의 작품으로 판단된다. 따라서 용왕과 선재동자가 협시한 관음보살 삼존의 도상적 특징을 지닌 점과 사례가 적은 목조불감 형식, 17세기로 추정되는 제작시기 등 자료적 가치가 높은 중요한 불상으로 학술적 가치가 있다."
181,남해 화방사 청동반자,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,유형문화재,유형문화재 제505호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"대중을 불러모으거나 급한 일을 알리는 불구(佛具). 원형의 청동반자는 금구(金口) 혹은 금고(金鼓)로 불리는데 대중을 불러 모은다든지 급한 일을 알리는 데 사용되는 불구의 일종이다. 화방사 반자는 뒷면이 비어 있는 일반적인 형식을 따랐다. 당목(撞木)으로 치는 부위는 마모되었는데 내부의 보수흔적으로 보아 2회 이상 이루어진 것으로 추정된다. 반자의 특징을 보면, 앞면은 2조의 융기 돌대가 동심원을 그려내구와 외구로 구분하였다. 내구는 문양이 없고, 외구만 직경7.8cm 크기의 범자원권문이 4군데로 나누어 시문되었는데, 전체적인 특징이 남해 용문사 반자와 닮았다. 다만 용문사 반자는 당당함이나 세련됨이 결여되어 화방사 반자보다 이후에 조성된 것으로 보인다. 반자 측면도 앞면과 마찬가지로 4조의 융기돌대가 돌아가는데, 전면 3개의 돌대는 서로의 간격을 좁게, 마지막 돌대는 넓게 돌렸으며, 넓은 면에는 거(虡)에 걸기 위한 3개의 고리를 따로 주조해 붙였다."
182,남해 화방사 석조석가삼존십육나한상,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,유형문화재,유형문화재 제497호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"석조 삼존상을 비롯해 나한상과 천부상·사자상·동자상 등 22구 의상들이 갖추어져 있다. 조성자나 조성시기를 알 수 없으나 양식의 특징으로 보아 17세기 후반-18세기 전반의 작품으로 보여진다. 화방사 경내 응진전에 석가여래삼존상을 중앙에 좌우로 십륙나한과 권속상을 배치하여 양호한 상태로 봉안되어 있으며 석가여래를 주존으로 좌협시 미륵보살, 우협시 제화갈라보살상의 삼존으로 구성하고 좌우 양측에 십육나한과 그 권속상이 즐비하고 입구 향좌측에는 인왕상을 배치하여 응진전 전체를 수호하고 있다. 조선 후기에 와서 전통사찰에는 이와 같은 내용의 응진전 또는 나한전이 세워져 현존하고 있다. 여기에 봉안된 석가 삼존 외에 모든 석상은 조선 후기 불교조각사 연구에 자료적 가치가 높다."
183,남해 화방사 지장시왕탱,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,유형문화재,유형문화재 제496호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,18세기 불화의 전통을 계승하고 있는 탱화로 19세기 중·후반 전라도와 경상도에서 활발한 활동과 함께 많은 작품을 남기고 있는 작품세계를 살펴볼 수 있는 작품이다. 천년고찰 화방사는 남해의 주봉인 망운산 산록 산명 수려한 곡에 위치하며 역대 많은 고승의 수도처로 특히 6·25전란 당시에는 저명한 여러 고승의 피난 수도처로 알려져 있는 곳이기도 하다. 1981년 뜻밖의 화재로 대웅전이 전소되면서 삼존불과 후불탱 괘불탱 등 많은 성보가 소실되는 안타까움을 겪은 이후 각 전당이나 요사 내에 남아 있는 성보자료 등을 지금의 임시 수장고에 보관하고 있는 것이 그 나마도 다행스런 일이다. 보관 성보 중 주존지장탱과 10위의 시왕탱 중 7위 만 양호한 상태로 보존되어 있다.
184,남해 화방사 동종,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,유형문화재,유형문화재 제495호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,연곽 사이에 보살상을 표현하여 조화를 이룬 종. 이 범종은 건륭32년명 동종과 형태가 거의 비슷하지만 주조명이 없다. 그러나 구조적인 양식은 우수하며 중후하다. 조성기법으로 보아 그 연대가 앞설 가능성도 배제할 수 없다. 다만 당좌 위치에 약간의 균열이 있는 상태이다. 쌍룡뉴와 천판은 비슷하며 원권 내에 범문(梵文)을 여덟 자를 배치하고 있다. 동체에는 연곽(蓮廓)을 사방에 배치하고 연곽과 연곽 사이에는 역시 사방에 보살상을 표현하여 조화를 이루게 하였다. 또한 하대에는 연화 당초문으로 매감된 조선 후기 범종 연구에 자료적 가치가 있다.
185,남해 화방사 건륭삼십이년 동종,경상남도 남해군 화방사길 128-6,34.8645862,127.8629452,유형문화재,유형문화재 제494호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,18세기 동종으로 조선 종의 중후함이 느껴진다. 전체적으로 17세기 동종의 형태를 계승하고 있지만 종형이나 사인비구 이후 등장하는 뽀족한 화형의 유곽대 문양의 형태를 계승하고 있는 점 등은 18세기 동종의 양식 변화를 보여주는 작품이다. 이 범종은 1981년 대웅전 화재 당시까지는 설선당에 걸어서 사용되었으나 화재를 겪은 후 도난과 훼손의 우려가 있는 자료들은 보호를 위해 주지실 부근에 임시 수장고를 만들어 보관 중이다. 쌍룡뉴(鈕)의 윗 모습은 조선 종의 중후함을 느끼게 하며 또한 합금의 재질이 돋보이는 양호한 상태이다.
186,남해 지족해협 죽방렴,경상남도 남해군 삼동면 창선면 지족해협 일원,34.830993,128.0010063,명승,명승 제71호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로, 단체",Y,,,"대나무 그물에 담긴 지혜 ‘죽방렴’은 명승 제71호이자 국가중요어업유산 제3호이다. 무형문화재 138-1호인 이 죽방렴을 제대로 알리고자 지족 다리 아래로 가면 남해 지족 죽방렴 관광단지를 둬 죽방렴의 유래와 조업과정, 죽방멸치의 우수함 등을 살필 수 있는 홍보관을 볼 수 있고, 이 홍보관에서 700m 걸어 내려가면 실제 죽방렴을 체험하고, 관람할 수 있도록 ‘죽방렴 관람대’를 둬 그 옛날처럼 배를 타고 나가지 않고도 바다 위를 걸어가 ‘죽방렴’을 볼 수 있다. 일종의 소형정치망이기도 한 ‘죽방렴’은 남해군 삼동면과 창선면 일원에 총23개소가 설치되어 있어 많은 관람객들에게 생생한 볼거리가 되고 있다."
187,대방광불화엄경 진본 권53,경상남도 남해군 상주면 보리암로 693,34.7521641,127.9766483,보물,보물 제1736호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"화엄경만을 별도로 간행한 판본의 사찰본으로 고려시대 불교 및 서지학 연구의 중요한 자료. 『대방광불화엄경(大方廣佛華嚴經)』은 화엄종의 근본경전이다. 우리나라에서는 불교 전문 강원의 교과로 학습해 온 경전 중의하나로 이를 줄여서『화엄경(華嚴經)』이라 부른다. 이 경전이 중국으로 전래되어 번역된 한역본(漢譯本)은 현재 진본(晉本, 60卷本)ㆍ주본(周本, 80卷本)ㆍ정원본(貞元本, 40卷本)의 삼본(三本)이 전하고 있다. 인도 가유라위국의 불타발타라(佛馱跋陀羅, 359∼429)가 화엄경 전체 34품을 60권으로 번역한 진본(晉本) 가운데 권53의 1권 1축으로 수록된 것으로 내용은‘입법계품제삼십사지십(入法界品第三十四之十)’이다. 형태적 특징을 살펴보면, 변란은 권자나 첩장에 일반적으로 나타나는 상하단변(上下單邊)으로 되어 있으며, 상하간(上下間)의 판의 높이는 24.2cm이다. 한 장의 길이는 대략 49.0cm이며, 행수는 24행으로 매 행은 17자로 되어 있다. 권축(卷軸)의 크기는 세로 29.7㎝ 가로 1081.7㎝이며, 지질(紙質)은 저지(楮紙)이고 장정(裝訂)은 권축장(卷軸裝)이다. 권두(卷頭)에는 축이 없으나 권말(卷末)에는 축이 있으며, 축의 재료는 향목(香木)인 듯하고 부분적으로 주칠(朱漆)이 되어 있다. 전체가 22장으로 연결되어 있는데 점련 부분에는‘진 오십삼(晉 五十三)’으로 역본 및 권차가 표시되어 있으며, 아래에는 장차가 기재되어 있고, 제3·5·11·14장의 장차 아래에는 각수(刻手)의 이름이 있다. 표지는 일부 결실되었으며 제2장의 1∼2, 7∼8, 11∼14행에는 부분적으로 훼손되어 1~4자가 손상되었고 부분적으로 약간의 먹색이 번짐 등이 있을 뿐 크게 훼손된 부분 없이 상태는 양호하다. 권두제 아래에‘주(宙)자 함차(函次)가 적혀있는데 이는 재조대장경에서는『대반야바라밀다경(大般若波羅蜜多經)』에 해당하는 함차로서『대방광불화엄경(大方廣佛華嚴經)』진본 권53의‘도(道)’자와 차이가 있어 화엄경만을 별도로 간행한 판본의 사찰본으로 판단된다. 같은 판본이 보이지 않는 고려판이라는 점에서 고려시대 불교 및 서지학 연구의 중요한 자료이다."
188,남해 덕신리 하천재,경상남도 남해군 창남로72번길 70-19,34.9240886,127.8757945,등록문화재,등록문화재 제234호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"양관 대제학을 지낸 박충원을 추모하기 위한 재실. 퇴계 이황의 뒤를 이어 양관 대제학을 지낸 낙촌(駱村) 박충원(朴忠元)의 14세손인 하천공 박병집과 그의 아들 만암 박채규가 선친을 추모하기 위하여 건립한 재실이다. 하천재(荷泉齋)를 중심으로 경모헌과 세심헌이 대칭으로 배치되어 있다. 평면 중앙부에 선조의 위패를 봉안하는 사당을 구성하여 강당과 사당을 한 건물에 결합한 근대기 재실 건축의 새로운 경향을 잘 보여 준다. 하천재는 강의실과 모임장소 역할을 하면서 2개의 온돌방은 손님의 잠자리로 사용되었다. 경모헌과 세심헌은 손님맞이용 사랑방으로 보아도 무방하다. 지금은 다도를 교육하고 전파하기 위하여‘하천다숙(荷泉茶塾)’으로 쓰고 있다. 아인 박종한 선생의 도예작품이 차문화 공간에 진열되어 공간을 예술화했다. 의친왕 이강이 쓴 현판, 한말 이조판서 윤용구와 명필 하동주, 오세창의 현판 글씨들이 있다. 박충원은 엄흥도에 의해 몰래 매장된 단종의 묘를 찾아 봉축하고 제물을 갖추고 제사를 지낸 것으로 유명하다."
189,남해 운대암 아미타후불탱,경상남도 남해군 창선로153번길 240,34.8672594,127.9908895,문화재자료,문화재자료 제418호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,,,"남해 운대암 아미타후불탱은 주색 바탕 화면에 아미타좌상을 중심으로 그 좌우에 관음과 대세지, 가섭과 아난존자를 배치한 아미타오존 홍정이라 할 수 있다. 본존인 아미타불은 복견의와 대의를 갖춘 변형통견식 착의에 녹색두광과 적갈색 신광을 갖추고 연화좌 위에 앉아 있다. 수인은 아미타구품인 가운데 상품인을 취한 모습으로 보인다. 본존 좌우에는 관음과 대세지가 각각 정병과 경책을 들고 정면을 향해 시립하고 있으며, 본존과 보살상 사이로 보이는 뒤쪽에는 가섭과 아난존자가 합장 자세로 역시 정면을 향해 서 있다."
190,남해 운대암 지장시왕탱,경상남도 남해군 창선로153번길 240,34.8672594,127.9908895,문화재자료,문화재자료 제417호,055-860-8631,"봄, 여름, 가을, 자가용/렌트, 친구, 우정女, 우정男, 나홀로, 단체",Y,,,"본 작품은 화면 가운데 지장보살좌상을 중심으로 좌우에 원형두광을 갖춘 도명존자와 무독귀왕을 비롯하여 시왕, 판관, 사자, 동자 등의 권속들이 좌우대칭으로 정연하게 배치되어 있다. 높은 단 위의 백색 연화좌에 결가좌한 지장은 먹선으로 묘사한 투명한 두건을 쓰고, 가슴 위로 올린 오른손에는 보주를 들고 왼손은 무릎 위에 얹고 있다. 대좌 앞쪽에 놓인 석장은 지장의 왼쪽 어깨에 비스듬히 기댄 상태이다. 지장의 협시인 도명과 무독귀왕은 합장한 채로 서있고, 명부시왕은 각각 관을 쓰고 홀을 들거나 혹은 합장, 두루마리를 들고 지장을 향해 서 있다. 시왕들의 안면 수염이나 권속들이 착용한 털모자 등의 모근 표현은 세필로 섬세하게 묘사하였다. 또한 운문은 갈색에 부분적으로 백색을 바림하였다."
